Country	 Product 	Units Sold	 Manufacturing Price 	 Sale Price 	 Gross Sales 	 Discounts 	  Sales 	 COGS 	 Profit 	Date	 Month Name 	Year	
United Kingdom	 Burlington 	1014	 $120.00 	 $12.00 	" $12,168.00 "	" $2,124.36 "	" $10,043.64 "	" $5,901.00 "	" $4,142.64 "	3/1/2019	 March 	2019	
Brazil	 Burlington 	693	 $120.00 	 $15.00 	" $10,395.00 "	" $3,547.80 "	" $6,847.20 "	" $26,280.00 "	" $(19,432.80)"	4/1/2019	 April 	2019	
India	 Mandarin 	3741	 $250.00 	 $7.00 	" $26,187.00 "	 $226.80 	" $25,960.20 "	" $1,800.00 "	" $24,160.20 "	10/1/2019	 October 	2019	
United Kingdom	 Mandarin 	3116	 $250.00 	 $20.00 	" $62,320.00 "	" $4,827.60 "	" $57,492.40 "	" $26,820.00 "	" $30,672.40 "	11/1/2018	 November 	2018	
Brazil	 Mandarin 	3995	 $250.00 	 $7.00 	" $27,965.00 "	 $328.23 	" $27,636.77 "	" $2,605.00 "	" $25,031.77 "	12/1/2019	 December 	2019	
Brazil	 Luxe 	953	 $260.00 	 $20.00 	" $19,060.00 "	" $1,868.40 "	" $17,191.60 "	" $10,380.00 "	" $6,811.60 "	6/1/2019	 June 	2019	
Japan	 Luxe 	2530	 $260.00 	 $15.00 	" $37,950.00 "	" $2,201.18 "	" $35,748.83 "	" $16,305.00 "	" $19,443.83 "	7/1/2019	 July 	2019	
United Kingdom	 Luxe 	2565	 $260.00 	 $12.00 	" $30,780.00 "	 $330.48 	" $30,449.52 "	 $918.00 	" $29,531.52 "	12/1/2018	 December 	2018	
United States of America	 Kensington 	4297	 $3.00 	 $12.00 	" $51,564.00 "	 $463.20 	" $51,100.80 "	" $1,158.00 "	" $49,942.80 "	10/1/2018	 October 	2018	
United States of America	 Royal Oak 	2871	 $5.00 	 $7.00 	" $20,097.00 "	" $1,629.60 "	" $18,467.40 "	" $11,640.00 "	" $6,827.40 "	9/1/2019	 September 	2019	
United States of America	 Vermont 	3537	 $10.00 	 $12.00 	" $42,444.00 "	 $463.20 	" $41,980.80 "	" $1,158.00 "	" $40,822.80 "	10/1/2018	 October 	2018	
United States of America	 Kensington 	1598	 $3.00 	 $125.00 	" $199,750.00 "	" $43,068.75 "	" $156,681.25 "	" $413,460.00 "	" $(256,778.75)"	4/1/2019	 April 	2019	
United Kingdom	 Kensington 	2616	 $3.00 	 $125.00 	" $327,000.00 "	" $18,525.00 "	" $308,475.00 "	" $177,840.00 "	" $130,635.00 "	12/1/2018	 December 	2018	
United States of America	 Royal Oak 	2836	 $5.00 	 $350.00 	" $992,600.00 "	" $80,955.00 "	" $911,645.00 "	" $601,380.00 "	" $310,265.00 "	5/1/2019	 May 	2019	
United States of America	 Royal Oak 	4023	 $5.00 	 $125.00 	" $502,875.00 "	" $22,550.00 "	" $480,325.00 "	" $216,480.00 "	" $263,845.00 "	11/1/2018	 November 	2018	
United Kingdom	 Royal Oak 	3994	 $5.00 	 $15.00 	" $59,910.00 "	" $3,108.00 "	" $56,802.00 "	" $20,720.00 "	" $36,082.00 "	12/1/2019	 December 	2019	
United Kingdom	 Vermont 	2928	 $10.00 	 $20.00 	" $58,560.00 "	" $3,908.00 "	" $54,652.00 "	" $19,540.00 "	" $35,112.00 "	3/1/2019	 March 	2019	
Brazil	 Vermont 	2912	 $10.00 	 $300.00 	" $873,600.00 "	" $17,730.00 "	" $855,870.00 "	" $147,750.00 "	" $708,120.00 "	5/1/2019	 May 	2019	
United Kingdom	 Vermont 	3671	 $10.00 	 $15.00 	" $55,065.00 "	" $3,250.50 "	" $51,814.50 "	" $21,670.00 "	" $30,144.50 "	10/1/2018	 October 	2018	
India	 Vermont 	2778	 $10.00 	 $20.00 	" $55,560.00 "	 $482.00 	" $55,078.00 "	" $2,410.00 "	" $52,668.00 "	10/1/2019	 October 	2019	
India	 Burlington 	405	 $120.00 	 $15.00 	" $6,075.00 "	" $1,021.50 "	" $5,053.50 "	" $6,810.00 "	" $(1,756.50)"	1/1/2019	 January 	2019	
India	 Burlington 	2013	 $120.00 	 $15.00 	" $30,195.00 "	 $765.00 	" $29,430.00 "	" $5,100.00 "	" $24,330.00 "	4/1/2019	 April 	2019	
United States of America	 Burlington 	2634	 $120.00 	 $15.00 	" $39,510.00 "	" $1,185.00 "	" $38,325.00 "	" $7,900.00 "	" $30,425.00 "	5/1/2019	 May 	2019	
United Kingdom	 Burlington 	4166	 $120.00 	 $350.00 	" $1,458,100.00 "	" $22,365.00 "	" $1,435,735.00 "	" $166,140.00 "	" $1,269,595.00 "	7/1/2019	 July 	2019	
United States of America	 Burlington 	355	 $120.00 	 $125.00 	" $44,375.00 "	" $19,950.00 "	" $24,425.00 "	" $191,520.00 "	" $(167,095.00)"	9/1/2019	 September 	2019	
United States of America	 Burlington 	2382	 $120.00 	 $300.00 	" $714,600.00 "	" $68,820.00 "	" $645,780.00 "	" $573,500.00 "	" $72,280.00 "	10/1/2018	 October 	2018	
India	 Burlington 	4170	 $120.00 	 $20.00 	" $83,400.00 "	 $482.00 	" $82,918.00 "	" $2,410.00 "	" $80,508.00 "	10/1/2019	 October 	2019	
India	 Burlington 	892	 $120.00 	 $7.00 	" $6,244.00 "	" $1,865.50 "	" $4,378.50 "	" $13,325.00 "	" $(8,946.50)"	11/1/2019	 November 	2019	
Japan	 Burlington 	2200	 $120.00 	 $125.00 	" $275,000.00 "	" $23,950.00 "	" $251,050.00 "	" $229,920.00 "	" $21,130.00 "	12/1/2018	 December 	2018	
United Kingdom	 Burlington 	3389	 $120.00 	 $300.00 	" $1,016,700.00 "	" $25,590.00 "	" $991,110.00 "	" $213,250.00 "	" $777,860.00 "	12/1/2019	 December 	2019	
Brazil	 Mandarin 	2990	 $250.00 	 $125.00 	" $373,750.00 "	" $4,262.50 "	" $369,487.50 "	" $40,920.00 "	" $328,567.50 "	5/1/2019	 May 	2019	
Brazil	 Mandarin 	4013	 $250.00 	 $15.00 	" $60,195.00 "	 $961.50 	" $59,233.50 "	" $6,410.00 "	" $52,823.50 "	7/1/2019	 July 	2019	
United States of America	 Mandarin 	739	 $250.00 	 $350.00 	" $258,650.00 "	" $98,245.00 "	" $160,405.00 "	" $729,820.00 "	" $(569,415.00)"	8/1/2019	 August 	2019	
Brazil	 Mandarin 	1989	 $250.00 	 $300.00 	" $596,700.00 "	" $12,960.00 "	" $583,740.00 "	" $108,000.00 "	" $475,740.00 "	9/1/2019	 September 	2019	
United States of America	 Mandarin 	2991	 $250.00 	 $300.00 	" $897,300.00 "	" $68,820.00 "	" $828,480.00 "	" $573,500.00 "	" $254,980.00 "	10/1/2018	 October 	2018	
United Kingdom	 Mandarin 	4237	 $250.00 	 $15.00 	" $63,555.00 "	" $3,250.50 "	" $60,304.50 "	" $21,670.00 "	" $38,634.50 "	10/1/2018	 October 	2018	
Japan	 Mandarin 	1442	 $250.00 	 $125.00 	" $180,250.00 "	" $31,612.50 "	" $148,637.50 "	" $303,480.00 "	" $(154,842.50)"	11/1/2019	 November 	2019	
India	 Mandarin 	2712	 $250.00 	 $350.00 	" $949,200.00 "	" $65,450.00 "	" $883,750.00 "	" $486,200.00 "	" $397,550.00 "	12/1/2018	 December 	2018	
United States of America	 Luxe 	1508	 $260.00 	 $125.00 	" $188,500.00 "	" $7,237.50 "	" $181,262.50 "	" $69,480.00 "	" $111,782.50 "	1/1/2019	 January 	2019	
Japan	 Luxe 	4245	 $260.00 	 $350.00 	" $1,485,750.00 "	" $78,400.00 "	" $1,407,350.00 "	" $582,400.00 "	" $824,950.00 "	2/1/2019	 February 	2019	
United States of America	 Luxe 	2630	 $260.00 	 $300.00 	" $789,000.00 "	" $89,790.00 "	" $699,210.00 "	" $748,250.00 "	" $(49,040.00)"	3/1/2019	 March 	2019	
Japan	 Luxe 	1182	 $260.00 	 $12.00 	" $14,184.00 "	" $4,224.60 "	" $9,959.40 "	" $10,561.50 "	 $(602.10)	4/1/2019	 April 	2019	
Brazil	 Luxe 	1221	 $260.00 	 $20.00 	" $24,420.00 "	" $4,078.00 "	" $20,342.00 "	" $20,390.00 "	 $(48.00)	5/1/2019	 May 	2019	
India	 Luxe 	963	 $260.00 	 $12.00 	" $11,556.00 "	" $3,088.80 "	" $8,467.20 "	" $7,722.00 "	 $745.20 	8/1/2019	 August 	2019	
Japan	 Luxe 	3243	 $260.00 	 $350.00 	" $1,135,050.00 "	" $24,745.00 "	" $1,110,305.00 "	" $183,820.00 "	" $926,485.00 "	9/1/2019	 September 	2019	
United Kingdom	 Luxe 	1120	 $260.00 	 $15.00 	" $16,800.00 "	" $3,108.00 "	" $13,692.00 "	" $20,720.00 "	" $(7,028.00)"	12/1/2019	 December 	2019	
United Kingdom	 Luxe 	1174	 $260.00 	 $300.00 	" $352,200.00 "	" $25,590.00 "	" $326,610.00 "	" $213,250.00 "	" $113,360.00 "	12/1/2019	 December 	2019	
United Kingdom	 Kensington 	2541	 $3.00 	 $12.00 	" $30,492.00 "	" $1,581.36 "	" $28,910.64 "	" $3,594.00 "	" $25,316.64 "	10/1/2018	 October 	2018	
United Kingdom	 Vermont 	3246	 $10.00 	 $7.00 	" $22,722.00 "	" $1,949.64 "	" $20,772.36 "	" $12,660.00 "	" $8,112.36 "	4/1/2019	 April 	2019	
United Kingdom	 Vermont 	1531	 $10.00 	 $12.00 	" $18,372.00 "	" $1,581.36 "	" $16,790.64 "	" $3,594.00 "	" $13,196.64 "	10/1/2018	 October 	2018	
Japan	 Burlington 	2526	 $120.00 	 $15.00 	" $37,890.00 "	 $633.60 	" $37,256.40 "	" $3,840.00 "	" $33,416.40 "	1/1/2019	 January 	2019	
India	 Burlington 	1136	 $120.00 	 $12.00 	" $13,632.00 "	 $623.04 	" $13,008.96 "	" $1,416.00 "	" $11,592.96 "	10/1/2019	 October 	2019	
United States of America	 Mandarin 	1983	 $250.00 	 $7.00 	" $13,881.00 "	" $1,215.83 "	" $12,665.17 "	" $7,895.00 "	" $4,770.17 "	3/1/2019	 March 	2019	
Brazil	 Mandarin 	3259	 $250.00 	 $12.00 	" $39,108.00 "	" $1,326.60 "	" $37,781.40 "	" $3,015.00 "	" $34,766.40 "	9/1/2018	 September 	2018	
United States of America	 Luxe 	3267	 $260.00 	 $15.00 	" $49,005.00 "	" $5,279.18 "	" $43,725.83 "	" $31,995.00 "	" $11,730.83 "	7/1/2019	 July 	2019	
India	 Luxe 	2454	 $260.00 	 $12.00 	" $29,448.00 "	 $623.04 	" $28,824.96 "	" $1,416.00 "	" $27,408.96 "	10/1/2019	 October 	2019	
Japan	 Kensington 	2643	 $3.00 	 $12.00 	" $31,716.00 "	" $2,556.84 "	" $29,159.16 "	" $5,811.00 "	" $23,348.16 "	2/1/2019	 February 	2019	
India	 Kensington 	383	 $3.00 	 $350.00 	" $134,050.00 "	" $30,492.00 "	" $103,558.00 "	" $205,920.00 "	" $(102,362.00)"	3/1/2019	 March 	2019	
India	 Kensington 	2801	 $3.00 	 $300.00 	" $840,300.00 "	" $92,763.00 "	" $747,537.00 "	" $702,750.00 "	" $44,787.00 "	7/1/2019	 July 	2019	
United Kingdom	 Kensington 	1667	 $3.00 	 $125.00 	" $208,375.00 "	" $33,563.75 "	" $174,811.25 "	" $292,920.00 "	" $(118,108.75)"	10/1/2019	 October 	2019	
Japan	 Kensington 	3539	 $3.00 	 $15.00 	" $53,085.00 "	" $2,574.00 "	" $50,511.00 "	" $15,600.00 "	" $34,911.00 "	11/1/2018	 November 	2018	
Brazil	 Kensington 	4226	 $3.00 	 $7.00 	" $29,582.00 "	" $2,083.62 "	" $27,498.38 "	" $13,530.00 "	" $13,968.38 "	11/1/2018	 November 	2018	
India	 Royal Oak 	2220	 $5.00 	 $350.00 	" $777,000.00 "	" $29,491.00 "	" $747,509.00 "	" $199,160.00 "	" $548,349.00 "	1/1/2019	 January 	2019	
India	 Royal Oak 	776	 $5.00 	 $20.00 	" $15,520.00 "	" $6,582.40 "	" $8,937.60 "	" $29,920.00 "	" $(20,982.40)"	10/1/2018	 October 	2018	
Brazil	 Royal Oak 	553	 $5.00 	 $15.00 	" $8,295.00 "	" $3,559.05 "	" $4,735.95 "	" $21,570.00 "	" $(16,834.05)"	12/1/2019	 December 	2019	
Japan	 Vermont 	2107	 $10.00 	 $300.00 	" $632,100.00 "	" $28,809.00 "	" $603,291.00 "	" $218,250.00 "	" $385,041.00 "	1/1/2019	 January 	2019	
Brazil	 Vermont 	2468	 $10.00 	 $20.00 	" $49,360.00 "	" $2,468.40 "	" $46,891.60 "	" $11,220.00 "	" $35,671.60 "	3/1/2019	 March 	2019	
Japan	 Vermont 	1905	 $10.00 	 $350.00 	" $666,750.00 "	" $81,023.25 "	" $585,726.75 "	" $547,170.00 "	" $38,556.75 "	7/1/2019	 July 	2019	
Japan	 Vermont 	3658	 $10.00 	 $12.00 	" $43,896.00 "	" $5,314.32 "	" $38,581.68 "	" $12,078.00 "	" $26,503.68 "	7/1/2019	 July 	2019	
United Kingdom	 Vermont 	4301	 $10.00 	 $12.00 	" $51,612.00 "	" $3,201.66 "	" $48,410.34 "	" $7,276.50 "	" $41,133.84 "	7/1/2019	 July 	2019	
Japan	 Vermont 	2446	 $10.00 	 $20.00 	" $48,920.00 "	" $5,266.80 "	" $43,653.20 "	" $23,940.00 "	" $19,713.20 "	8/1/2019	 August 	2019	
Brazil	 Vermont 	4209	 $10.00 	 $15.00 	" $63,135.00 "	" $3,273.60 "	" $59,861.40 "	" $19,840.00 "	" $40,021.40 "	8/1/2019	 August 	2019	
United Kingdom	 Vermont 	3353	 $10.00 	 $125.00 	" $419,125.00 "	" $33,563.75 "	" $385,561.25 "	" $292,920.00 "	" $92,641.25 "	10/1/2019	 October 	2019	
India	 Vermont 	1401	 $10.00 	 $20.00 	" $28,020.00 "	" $6,582.40 "	" $21,437.60 "	" $29,920.00 "	" $(8,482.40)"	10/1/2018	 October 	2018	
Japan	 Vermont 	1865	 $10.00 	 $300.00 	" $559,500.00 "	" $45,078.00 "	" $514,422.00 "	" $341,500.00 "	" $172,922.00 "	11/1/2019	 November 	2019	
United Kingdom	 Burlington 	463	 $120.00 	 $20.00 	" $9,260.00 "	" $6,171.00 "	" $3,089.00 "	" $28,050.00 "	" $(24,961.00)"	9/1/2018	 September 	2018	
Brazil	 Burlington 	4177	 $120.00 	 $15.00 	" $62,655.00 "	" $1,080.75 "	" $61,574.25 "	" $6,550.00 "	" $55,024.25 "	9/1/2018	 September 	2018	
Brazil	 Burlington 	2523	 $120.00 	 $350.00 	" $883,050.00 "	" $13,244.00 "	" $869,806.00 "	" $89,440.00 "	" $780,366.00 "	10/1/2018	 October 	2018	
Japan	 Burlington 	1930	 $120.00 	 $7.00 	" $13,510.00 "	" $1,392.16 "	" $12,117.84 "	" $9,040.00 "	" $3,077.84 "	11/1/2019	 November 	2019	
United Kingdom	 Mandarin 	1301	 $250.00 	 $12.00 	" $15,612.00 "	" $2,288.88 "	" $13,323.12 "	" $5,202.00 "	" $8,121.12 "	1/1/2019	 January 	2019	
Brazil	 Mandarin 	4125	 $250.00 	 $125.00 	" $515,625.00 "	" $7,617.50 "	" $508,007.50 "	" $66,480.00 "	" $441,527.50 "	1/1/2019	 January 	2019	
Japan	 Mandarin 	607	 $250.00 	 $20.00 	" $12,140.00 "	" $6,457.00 "	" $5,683.00 "	" $29,350.00 "	" $(23,667.00)"	11/1/2018	 November 	2018	
India	 Luxe 	478	 $260.00 	 $125.00 	" $59,750.00 "	" $43,518.75 "	" $16,231.25 "	" $379,800.00 "	" $(363,568.75)"	1/1/2019	 January 	2019	
Brazil	 Luxe 	4489	 $260.00 	 $20.00 	" $89,780.00 "	" $5,783.80 "	" $83,996.20 "	" $26,290.00 "	" $57,706.20 "	1/1/2019	 January 	2019	
United Kingdom	 Luxe 	1504	 $260.00 	 $125.00 	" $188,000.00 "	" $19,703.75 "	" $168,296.25 "	" $171,960.00 "	" $(3,663.75)"	5/1/2019	 May 	2019	
Brazil	 Luxe 	3763	 $260.00 	 $125.00 	" $470,375.00 "	" $13,021.25 "	" $457,353.75 "	" $113,640.00 "	" $343,713.75 "	9/1/2018	 September 	2018	
Brazil	 Luxe 	2412	 $260.00 	 $350.00 	" $844,200.00 "	" $13,244.00 "	" $830,956.00 "	" $89,440.00 "	" $741,516.00 "	10/1/2018	 October 	2018	
Brazil	 Luxe 	2342	 $260.00 	 $15.00 	" $35,130.00 "	" $3,559.05 "	" $31,570.95 "	" $21,570.00 "	" $10,000.95 "	12/1/2019	 December 	2019	
United States of America	 Vermont 	4451	 $10.00 	 $7.00 	" $31,157.00 "	 $292.60 	" $30,864.40 "	" $1,900.00 "	" $28,964.40 "	9/1/2018	 September 	2018	
Brazil	 Kensington 	3796	 $3.00 	 $350.00 	" $1,328,600.00 "	" $37,212.00 "	" $1,291,388.00 "	" $230,360.00 "	" $1,061,028.00 "	6/1/2019	 June 	2019	
Japan	 Kensington 	2286	 $3.00 	 $125.00 	" $285,750.00 "	" $36,240.00 "	" $249,510.00 "	" $289,920.00 "	" $(40,410.00)"	9/1/2018	 September 	2018	
Brazil	 Kensington 	3614	 $3.00 	 $125.00 	" $451,750.00 "	" $32,340.00 "	" $419,410.00 "	" $258,720.00 "	" $160,690.00 "	10/1/2019	 October 	2019	
Japan	 Kensington 	1716	 $3.00 	 $15.00 	" $25,740.00 "	" $4,840.20 "	" $20,899.80 "	" $26,890.00 "	" $(5,990.20)"	11/1/2019	 November 	2019	
United States of America	 Royal Oak 	1301	 $5.00 	 $15.00 	" $19,515.00 "	" $1,218.60 "	" $18,296.40 "	" $6,770.00 "	" $11,526.40 "	3/1/2019	 March 	2019	
United Kingdom	 Royal Oak 	4175	 $5.00 	 $300.00 	" $1,252,500.00 "	" $63,828.00 "	" $1,188,672.00 "	" $443,250.00 "	" $745,422.00 "	4/1/2019	 April 	2019	
Brazil	 Royal Oak 	975	 $5.00 	 $7.00 	" $6,825.00 "	" $2,032.80 "	" $4,792.20 "	" $12,100.00 "	" $(7,307.80)"	9/1/2019	 September 	2019	
Japan	 Royal Oak 	1154	 $5.00 	 $7.00 	" $8,078.00 "	" $2,296.56 "	" $5,781.44 "	" $13,670.00 "	" $(7,888.56)"	10/1/2019	 October 	2019	
Brazil	 Royal Oak 	1873	 $5.00 	 $20.00 	" $37,460.00 "	" $4,116.00 "	" $33,344.00 "	" $17,150.00 "	" $16,194.00 "	10/1/2018	 October 	2018	
United Kingdom	 Royal Oak 	3766	 $5.00 	 $300.00 	" $1,129,800.00 "	" $42,696.00 "	" $1,087,104.00 "	" $296,500.00 "	" $790,604.00 "	12/1/2018	 December 	2018	
United States of America	 Vermont 	3558	 $10.00 	 $300.00 	" $1,067,400.00 "	" $125,820.00 "	" $941,580.00 "	" $873,750.00 "	" $67,830.00 "	1/1/2019	 January 	2019	
Brazil	 Vermont 	3156	 $10.00 	 $350.00 	" $1,104,600.00 "	" $37,212.00 "	" $1,067,388.00 "	" $230,360.00 "	" $837,028.00 "	6/1/2019	 June 	2019	
Brazil	 Vermont 	2994	 $10.00 	 $125.00 	" $374,250.00 "	" $32,340.00 "	" $341,910.00 "	" $258,720.00 "	" $83,190.00 "	10/1/2019	 October 	2019	
Brazil	 Vermont 	2087	 $10.00 	 $20.00 	" $41,740.00 "	" $2,172.00 "	" $39,568.00 "	" $9,050.00 "	" $30,518.00 "	10/1/2019	 October 	2019	
Brazil	 Vermont 	1056	 $10.00 	 $20.00 	" $21,120.00 "	" $4,116.00 "	" $17,004.00 "	" $17,150.00 "	 $(146.00)	10/1/2018	 October 	2018	
United Kingdom	 Vermont 	1353	 $10.00 	 $350.00 	" $473,550.00 "	" $66,948.00 "	" $406,602.00 "	" $414,440.00 "	" $(7,838.00)"	11/1/2019	 November 	2019	
India	 Vermont 	416	 $10.00 	 $300.00 	" $124,800.00 "	" $48,924.00 "	" $75,876.00 "	" $339,750.00 "	" $(263,874.00)"	11/1/2019	 November 	2019	
Brazil	 Vermont 	3880	 $10.00 	 $300.00 	" $1,164,000.00 "	" $77,400.00 "	" $1,086,600.00 "	" $537,500.00 "	" $549,100.00 "	11/1/2019	 November 	2019	
Brazil	 Vermont 	809	 $10.00 	 $350.00 	" $283,150.00 "	" $50,274.00 "	" $232,876.00 "	" $311,220.00 "	" $(78,344.00)"	11/1/2019	 November 	2019	
Brazil	 Vermont 	1892	 $10.00 	 $15.00 	" $28,380.00 "	 $684.00 	" $27,696.00 "	" $3,800.00 "	" $23,896.00 "	12/1/2018	 December 	2018	
Brazil	 Vermont 	2072	 $10.00 	 $20.00 	" $41,440.00 "	" $2,959.20 "	" $38,480.80 "	" $12,330.00 "	" $26,150.80 "	12/1/2019	 December 	2019	
Brazil	 Burlington 	3052	 $120.00 	 $350.00 	" $1,068,200.00 "	" $58,590.00 "	" $1,009,610.00 "	" $362,700.00 "	" $646,910.00 "	7/1/2019	 July 	2019	
United States of America	 Burlington 	3121	 $120.00 	 $350.00 	" $1,092,350.00 "	" $41,412.00 "	" $1,050,938.00 "	" $256,360.00 "	" $794,578.00 "	10/1/2019	 October 	2019	
Brazil	 Burlington 	2059	 $120.00 	 $20.00 	" $41,180.00 "	" $2,172.00 "	" $39,008.00 "	" $9,050.00 "	" $29,958.00 "	10/1/2019	 October 	2019	
Japan	 Mandarin 	4254	 $250.00 	 $12.00 	" $51,048.00 "	" $3,036.96 "	" $48,011.04 "	" $6,327.00 "	" $41,684.04 "	5/1/2019	 May 	2019	
United Kingdom	 Mandarin 	1293	 $250.00 	 $15.00 	" $19,395.00 "	" $6,974.10 "	" $12,420.90 "	" $38,745.00 "	" $(26,324.10)"	7/1/2019	 July 	2019	
Japan	 Mandarin 	1293	 $250.00 	 $350.00 	" $452,550.00 "	" $26,166.00 "	" $426,384.00 "	" $161,980.00 "	" $264,404.00 "	9/1/2018	 September 	2018	
United States of America	 Mandarin 	230	 $250.00 	 $350.00 	" $80,500.00 "	" $41,412.00 "	" $39,088.00 "	" $256,360.00 "	" $(217,272.00)"	10/1/2019	 October 	2019	
United States of America	 Mandarin 	1723	 $250.00 	 $125.00 	" $215,375.00 "	" $35,805.00 "	" $179,570.00 "	" $286,440.00 "	" $(106,870.00)"	11/1/2019	 November 	2019	
Brazil	 Mandarin 	240	 $250.00 	 $20.00 	" $4,800.00 "	" $2,959.20 "	" $1,840.80 "	" $12,330.00 "	" $(10,489.20)"	12/1/2019	 December 	2019	
United States of America	 Luxe 	2571	 $260.00 	 $350.00 	" $899,850.00 "	" $11,340.00 "	" $888,510.00 "	" $70,200.00 "	" $818,310.00 "	2/1/2019	 February 	2019	
United Kingdom	 Luxe 	1661	 $260.00 	 $7.00 	" $11,627.00 "	" $2,874.06 "	" $8,752.94 "	" $17,107.50 "	" $(8,354.56)"	7/1/2019	 July 	2019	
Japan	 Luxe 	4474	 $260.00 	 $7.00 	" $31,318.00 "	" $2,296.56 "	" $29,021.44 "	" $13,670.00 "	" $15,351.44 "	10/1/2019	 October 	2019	
United States of America	 Luxe 	833	 $260.00 	 $15.00 	" $12,495.00 "	" $4,586.40 "	" $7,908.60 "	" $25,480.00 "	" $(17,571.40)"	11/1/2018	 November 	2018	
United Kingdom	 Kensington 	674	 $3.00 	 $20.00 	" $13,480.00 "	" $6,051.60 "	" $7,428.40 "	" $25,215.00 "	" $(17,786.60)"	1/1/2019	 January 	2019	
Brazil	 Royal Oak 	778	 $5.00 	 $12.00 	" $9,336.00 "	" $3,831.84 "	" $5,504.16 "	" $7,983.00 "	" $(2,478.84)"	5/1/2019	 May 	2019	
India	 Vermont 	1457	 $10.00 	 $20.00 	" $29,140.00 "	" $3,674.40 "	" $25,465.60 "	" $15,310.00 "	" $10,155.60 "	12/1/2019	 December 	2019	
United Kingdom	 Mandarin 	3158	 $250.00 	 $7.00 	" $22,106.00 "	" $1,252.44 "	" $20,853.56 "	" $7,455.00 "	" $13,398.56 "	3/1/2019	 March 	2019	
India	 Mandarin 	4095	 $250.00 	 $20.00 	" $81,900.00 "	" $3,674.40 "	" $78,225.60 "	" $15,310.00 "	" $62,915.60 "	12/1/2019	 December 	2019	
Japan	 Luxe 	3170	 $260.00 	 $12.00 	" $38,040.00 "	" $3,975.84 "	" $34,064.16 "	" $8,283.00 "	" $25,781.16 "	9/1/2018	 September 	2018	
United States of America	 Kensington 	493	 $3.00 	 $15.00 	" $7,395.00 "	" $5,005.65 "	" $2,389.35 "	" $25,670.00 "	" $(23,280.65)"	6/1/2019	 June 	2019	
United States of America	 Mandarin 	3286	 $250.00 	 $15.00 	" $49,290.00 "	" $5,005.65 "	" $44,284.35 "	" $25,670.00 "	" $18,614.35 "	6/1/2019	 June 	2019	
Japan	 Kensington 	3563	 $3.00 	 $350.00 	" $1,247,050.00 "	" $41,996.50 "	" $1,205,053.50 "	" $239,980.00 "	" $965,073.50 "	3/1/2019	 March 	2019	
United Kingdom	 Kensington 	4109	 $3.00 	 $350.00 	" $1,438,150.00 "	" $81,445.00 "	" $1,356,705.00 "	" $465,400.00 "	" $891,305.00 "	3/1/2019	 March 	2019	
India	 Kensington 	3653	 $3.00 	 $20.00 	" $73,060.00 "	" $1,149.20 "	" $71,910.80 "	" $4,420.00 "	" $67,490.80 "	9/1/2018	 September 	2018	
United States of America	 Royal Oak 	2203	 $5.00 	 $350.00 	" $771,050.00 "	" $44,703.75 "	" $726,346.25 "	" $255,450.00 "	" $470,896.25 "	1/1/2019	 January 	2019	
United States of America	 Royal Oak 	2924	 $5.00 	 $7.00 	" $20,468.00 "	" $1,181.18 "	" $19,286.82 "	" $6,490.00 "	" $12,796.82 "	2/1/2019	 February 	2019	
Brazil	 Royal Oak 	2650	 $5.00 	 $12.00 	" $31,800.00 "	 $942.24 	" $30,857.76 "	" $1,812.00 "	" $29,045.76 "	6/1/2019	 June 	2019	
Brazil	 Royal Oak 	1194	 $5.00 	 $20.00 	" $23,880.00 "	" $5,863.00 "	" $18,017.00 "	" $22,550.00 "	" $(4,533.00)"	7/1/2019	 July 	2019	
Japan	 Royal Oak 	3366	 $5.00 	 $20.00 	" $67,320.00 "	" $3,247.40 "	" $64,072.60 "	" $12,490.00 "	" $51,582.60 "	10/1/2019	 October 	2019	
United States of America	 Vermont 	1325	 $10.00 	 $7.00 	" $9,275.00 "	" $1,309.04 "	" $7,965.97 "	" $7,192.50 "	 $773.47 	1/1/2019	 January 	2019	
India	 Vermont 	4243	 $10.00 	 $300.00 	" $1,272,900.00 "	" $31,473.00 "	" $1,241,427.00 "	" $201,750.00 "	" $1,039,677.00 "	1/1/2019	 January 	2019	
United States of America	 Vermont 	2887	 $10.00 	 $20.00 	" $57,740.00 "	" $6,866.60 "	" $50,873.40 "	" $26,410.00 "	" $24,463.40 "	2/1/2019	 February 	2019	
India	 Vermont 	3839	 $10.00 	 $20.00 	" $76,780.00 "	" $7,040.80 "	" $69,739.20 "	" $27,080.00 "	" $42,659.20 "	2/1/2019	 February 	2019	
Japan	 Vermont 	1863	 $10.00 	 $350.00 	" $652,050.00 "	" $119,756.00 "	" $532,294.00 "	" $684,320.00 "	" $(152,026.00)"	6/1/2019	 June 	2019	
Japan	 Vermont 	2858	 $10.00 	 $125.00 	" $357,250.00 "	" $25,723.75 "	" $331,526.25 "	" $189,960.00 "	" $141,566.25 "	6/1/2019	 June 	2019	
Brazil	 Vermont 	2868	 $10.00 	 $12.00 	" $34,416.00 "	 $890.76 	" $33,525.24 "	" $1,713.00 "	" $31,812.24 "	7/1/2019	 July 	2019	
United Kingdom	 Vermont 	3805	 $10.00 	 $7.00 	" $26,635.00 "	" $2,453.36 "	" $24,181.64 "	" $13,480.00 "	" $10,701.64 "	8/1/2019	 August 	2019	
